,Rank,Scores,Name,Branch,Town,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City_y,State,Country,College Type,Average Fees
874,84002,32.8632605,Ideal Institute of Technology,Mechanical Engineering, Wada,Co-Ed,30 Acres,450,53,2013,1.7,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Posheri,Maharashtra,India,Private,264000
1219,46206,32.7673615,Mahatma Basaweshwar Education Society's College of Engineering,Computer Science and Engineering, Ambejogai,Co-Ed,,1547,67,1993,1.63,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Ambajogai,Maharashtra,India,Private,231600
1097,84081,32.6882976,Hi-Tech Institute of Technology,Computer Science and Engineering, Aurangabad,Co-Ed,10 Acres,1038,106,2008,1.46,"Biju Patnaik University of Technology, Rourkela","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Khurdha,Odisha,India,Private,207700
1098,84081,32.6882976,Hi-Tech Institute of Technology,Computer Science and Engineering, Aurangabad,Co-Ed,,308,37,2001,1.19,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Alumni Associations",Aurangabad,Maharashtra,India,Private,280000
1069,84237,32.0471506,MAEER's MIT College of Railway Engineering and Research,Computer Science and Engineering, Jamgaon,Co-Ed,,101,31,2017,1.51,"Solapur University, Solapur","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Alumni Associations, Guest Room",Barshi,Maharashtra,India,Private,311000
910,84258,32.0471506,Jawaharlal Darda Institute of Engineering and Technology,Chemical Engineering, Yavatmal,Co-Ed,20 Acres,1280,40,1996,1.47,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Yavatmal,Maharashtra,India,Private,248000
749,31939,32.0,Sinhgad Academy of Engineering,Information Technology, Kondhwa (BK)  Kondhwa-Saswad Road,Co-Ed,,3071,150,2005,2.73,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,302923.0769
1071,31823,32.0,Mauli Group of Institutions,Civil Engineering, College of Engineering and Technology,Co-Ed,45 Acres,1001,73,2011,1.67,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Sawarna,Maharashtra,India,Private,243142.8571
251,31656,32.0,Pune Vidyarthi Griha's College of Engineering and Technology,"Printing Engineering and GraphicsCommunication",  Pune,Co-Ed,8 Acres,,98,1985,3.87,"Savitribai Phule Pune University, Pune","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,394500
257,32007,32.0,Pune Vidyarthi Griha's College of Engineering and Technology,"Printing Engineering and GraphicsCommunication",  Pune,Co-Ed,8 Acres,,98,1985,3.76,"Savitribai Phule Pune University, Pune","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,394500
806,46954,31.6266886,Anjuman-I-Islam's Kalsekar Technical Campus,"Electronics andTelecommunication Engg", Panvel,Co-Ed,11 Acres,2440,78,2011,2.09,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,287266.6667
1274,46946,31.6266886,Shri Gulabrao Deokar College of Engineering,Computer Engineering, Jalgaon,Co-Ed,,960,81,1999,1.33,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Jalgaon,Maharashtra,India,Private,176500
879,47126,31.5668267,Ideal Institute of Technology,Computer Engineering, Wada,Co-Ed,10 Acres,896,81,2009,1.13,"Jawaharlal Nehru Technological University, Kakinada","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Kakinada,Andhra Pradesh,India,Private,168000
880,47126,31.5668267,Ideal Institute of Technology,Computer Engineering, Wada,Co-Ed,30 Acres,450,53,2013,1.71,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Posheri,Maharashtra,India,Private,264000
878,47126,31.5668267,Ideal Institute of Technology,Computer Engineering, Wada,Co-Ed,,,166,1998,1.4,"Dr APJ Abdul Kalam Technical University, Lucknow","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Ghaziabad,Uttar Pradesh,India,Private,310000
884,84548,31.3412678,Ideal Institute of Technology,Computer Engineering, Wada,Co-Ed,,,166,1998,1.18,"Dr APJ Abdul Kalam Technical University, Lucknow","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Ghaziabad,Uttar Pradesh,India,Private,310000
885,84548,31.3412678,Ideal Institute of Technology,Computer Engineering, Wada,Co-Ed,10 Acres,896,81,2009,1.89,"Jawaharlal Nehru Technological University, Kakinada","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Kakinada,Andhra Pradesh,India,Private,168000
886,84548,31.3412678,Ideal Institute of Technology,Computer Engineering, Wada,Co-Ed,30 Acres,450,53,2013,1.3,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Posheri,Maharashtra,India,Private,264000
733,84687,31.1669829,JSPM Narhe Technical Campus,Civil Engineering, Pune.,Co-Ed,,2610,166,2011,2.36,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,254818.1818
1038,32847,31.0,Konkan Gyanpeeth College of Engineering,Information Technology, Karjat,Co-Ed,19 Acres,1312,62,1994,1.14,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Raigad,Maharashtra,India,Private,338000
817,32682,31.0,Universal College of Engineering,"Electronics and TelecommunicationEngg",Kaman Dist. Palghar,Co-Ed,5 Acres,1438,88,2012,2.53,"University of Mumbai, Mumbai","Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Banks Facilities",Poman,Maharashtra,India,Private,384000
1087,33121,31.0,Dhamangaon Education Society's College of Engineering and Technology,Computer Science and Engineering,"Dhamangaon",Co-Ed,10 Acres,328,10,2009,1.14,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Guest Room",Dattapur Dhamangaon,Maharashtra,India,Private,210000
646,47305,30.9271445,Annasaheb Dange College of Engineering and Technology,Electrical Engineering, Ashta,Co-Ed,25 Acres,2664,166,1999,3.38,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Ashta,Maharashtra,India,Private,266000
1200,47486,30.4835081,Wainganga College of Engineering and Management,"Computer Science andEngineering", Dongargaon,Co-Ed,7 Acres,1250,164,2008,1.6,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Convenience Store, Alumni Associations",Sirul,Maharashtra,India,Private,218722.2222
1047,47663,30.3863939,Konkan Gyanpeeth College of Engineering,Mechanical Engineering, Karjat,Co-Ed,19 Acres,1312,62,1994,1.32,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Raigad,Maharashtra,India,Private,338000
1185,34569,30.0,Vidya Niketan College of Engineering,Computer Engineering, Bota Sangamner,Co-Ed,14 Acres,306,70,2012,1.95,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Bota,Maharashtra,India,Private,195000
894,34311,30.0,Jawaharlal Darda Institute of Engineering and Technology,Textile Engineering / Technology, Yavatmal,Co-Ed,20 Acres,1280,40,1996,1.08,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Yavatmal,Maharashtra,India,Private,248000
1105,34633,30.0,Matoshri College of Engineering and Research Centre,Computer Engineering, Eklahare,Co-Ed,10 Acres,1808,135,2007,1.15,"Savitribai Phule Pune University, Pune","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Nashik,Maharashtra,India,Private,218454.5455
977,33576,30.0,Keystone School of Engineering,Computer Engineering, Pune,Co-Ed,7 Acres,726,54,2012,1.76,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories",Pune,Maharashtra,India,Private,198000
450,34624,30.0,Aurangabad College of Engineering,Electrical Engineering,  Naygaon Savangi,Co-Ed,,608,77,2010,3.04,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Aurangabad,Maharashtra,India,Private,144000
1123,35068,30.0,Samarth Group of Institutions,Computer Engineering, Bangarwadi,Co-Ed,,,99,2010,1.34,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Transport, Laboratories, Parking Facility",Belhe,Maharashtra,India,Private,210166.6667
1118,34868,30.0,Sanmati Engineering College,Computer Science and Engineering, Sawargaon Barde,Co-Ed,,567,21,2009,1.82,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Washim,Maharashtra,India,Private,256000
1089,34173,30.0,Hi-Tech Institute of Technology,Civil Engineering, Aurangabad,Co-Ed,10 Acres,1038,106,2008,1.59,"Biju Patnaik University of Technology, Rourkela","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Khurdha,Odisha,India,Private,207700
623,33384,30.0,Annasaheb Dange College of Engineering and Technology,"Electronics and TelecommunicationEngg", Ashta,Co-Ed,25 Acres,2664,166,1999,3.37,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Ashta,Maharashtra,India,Private,266000
629,34664,30.0,Annasaheb Dange College of Engineering and Technology,Electrical Engineering, Ashta,Co-Ed,25 Acres,2664,166,1999,3.32,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Ashta,Maharashtra,India,Private,266000
722,33925,30.0,JSPM Narhe Technical Campus,Civil Engineering, Pune.,Co-Ed,,2610,166,2011,2.37,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,254818.1818
1088,33414,30.0,Dhamangaon Education Society's College of Engineering and Technology,Mechanical Engineering,"Dhamangaon",Co-Ed,10 Acres,328,10,2009,1.46,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Guest Room",Dattapur Dhamangaon,Maharashtra,India,Private,210000
1090,34173,30.0,Hi-Tech Institute of Technology,Civil Engineering, Aurangabad,Co-Ed,,308,37,2001,1.9,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Alumni Associations",Aurangabad,Maharashtra,India,Private,280000
1257,48118,29.007862,Vishwabharati Academy's College of Engineering,Computer Engineering, Ahmednagar,Co-Ed,22 Acres,749,83,2007,1.56,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Sarola Baddi,Maharashtra,India,Private,196888.8889
484,48247,29.0025088,Bharati Vidyapeeth College of Engineering,"Electronics andTelecommunication Engg",  Navi Mumbai,Co-Ed,,2216,71,1990,3.33,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room",Navi Mumbai,Maharashtra,India,Private,315875
795,35130,29.0,Anjuman-I-Islam's Kalsekar Technical Campus,Mechanical Engineering, Panvel,Co-Ed,11 Acres,2440,78,2011,2.48,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,287266.6667
654,35786,29.0,Lokmanya Tilak College of Engineering,Electronics Engineering, Kopar Khairane,Co-Ed,3 Acres,2216,108,1994,3.09,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Navi Mumbai,Maharashtra,India,Private,406000
1128,35124,29.0,Rajiv Gandhi College of Engineering,Computer Engineering, At Post Karjule Hariya Tal.Parner,Co-Ed,26 Acres,1058,154,2001,1.35,"Anna University, Chennai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Valarpuram,Tamil Nadu,India,Private,160000
1129,35124,29.0,Rajiv Gandhi College of Engineering,Computer Engineering, At Post Karjule Hariya Tal.Parner,Co-Ed,,433,52,2012,1.6,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Ahmednagar,Maharashtra,India,Private,201000
1127,35124,29.0,Rajiv Gandhi College of Engineering,Computer Engineering, At Post Karjule Hariya Tal.Parner,Co-Ed,41 Acres,1471,91,1983,1.86,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Chandrapur,Maharashtra,India,Private,343400
653,35499,29.0,Lokmanya Tilak College of Engineering,"Electronics and TelecommunicationEngg", Kopar Khairane,Co-Ed,3 Acres,2216,108,1994,3.21,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Navi Mumbai,Maharashtra,India,Private,406000
1092,35341,29.0,Hi-Tech Institute of Technology,Mechanical Engineering, Aurangabad,Co-Ed,,308,37,2001,1.48,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Alumni Associations",Aurangabad,Maharashtra,India,Private,280000
987,35245,29.0,Shri Shivaji Education Society's College of Engineering and Technology,Computer Science and Engineering, Akola,Co-Ed,39 Acres,983,47,1983,1.92,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Amravati,Maharashtra,India,Private,293625
1091,35341,29.0,Hi-Tech Institute of Technology,Mechanical Engineering, Aurangabad,Co-Ed,10 Acres,1038,106,2008,1.94,"Biju Patnaik University of Technology, Rourkela","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Khurdha,Odisha,India,Private,207700
1201,48313,28.8380421,Wainganga College of Engineering and Management,Information Technology, Dongargaon,Co-Ed,7 Acres,1250,164,2008,1.95,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Convenience Store, Alumni Associations",Sirul,Maharashtra,India,Private,218722.2222
1016,85345,28.5418221,Maulana Mukhtar Ahmad Nadvi Technical Campus,Computer Engineering, Malegaon.,Co-Ed,14 Acres,404,67,2012,1.02,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Guest Room",Malegaon,Maharashtra,India,Private,175266.6667
988,36543,28.0,Shri Shivaji Education Society's College of Engineering and Technology,Civil Engineering, Akola,Co-Ed,39 Acres,983,47,1983,1.43,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Amravati,Maharashtra,India,Private,293625
811,36391,28.0,Universal College of Engineering,"Electronics and TelecommunicationEngg",Kaman Dist. Palghar,Co-Ed,5 Acres,1438,88,2012,2.96,"University of Mumbai, Mumbai","Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Banks Facilities",Poman,Maharashtra,India,Private,384000
1025,37140,28.0,Shri Vithal Education and Research Institute's College of Engineering,Mechanical Engineering,"Pandharpur",Co-Ed,10 Acres,,153,1998,1.97,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Alumni Associations, Banks Facilities",Solapur,Maharashtra,India,Private,350000
1139,36600,28.0,Bharat College of Engineering,Computer Engineering, Kanhor,Co-Ed,16 Acres,,68,2010,1.97,"University of Mumbai, Mumbai","Library, Sports, Auditorium, IT Infrastructure, Laboratories, Alumni Associations",Thane,Maharashtra,India,Private,279000
796,36257,28.0,Anjuman-I-Islam's Kalsekar Technical Campus,"Electronics and TelecommunicationEngg", Panvel,Co-Ed,11 Acres,2440,78,2011,2.46,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,287266.6667
1075,37141,28.0,Mauli Group of Institutions,Mechanical Engineering, College of Engineering and Technology,Co-Ed,45 Acres,1001,73,2011,1.47,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Sawarna,Maharashtra,India,Private,243142.8571
1001,48826,27.365224,Shri Shivaji Education Society's College of Engineering and Technology,"Computer Science andEngineering","Akola",Co-Ed,39 Acres,983,47,1983,1.3,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Amravati,Maharashtra,India,Private,293625
1049,49063,27.0556522,Konkan Gyanpeeth College of Engineering,Information Technology, Karjat,Co-Ed,19 Acres,1312,62,1994,1.82,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Raigad,Maharashtra,India,Private,338000
818,37944,27.0,Universal College of Engineering,Civil Engineering,Kaman Dist. Palghar,Co-Ed,5 Acres,1438,88,2012,2.2,"University of Mumbai, Mumbai","Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Banks Facilities",Poman,Maharashtra,India,Private,384000
965,37316,27.0,Shree Ramchandra College of Engineering,Computer Engineering, Lonikand,Co-Ed,12 Acres,1032,115,2011,1.99,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,213666.6667
1149,38061,27.0,Yashoda Technical Campus,Computer Science and Engineering, Wadhe,Co-Ed,10 Acres,498,138,2011,1.71,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Satara,Maharashtra,India,Private,219066.6667
870,49243,26.2649485,Ideal Institute of Technology,Computer Engineering, Wada,Co-Ed,10 Acres,896,81,2009,1.43,"Jawaharlal Nehru Technological University, Kakinada","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Kakinada,Andhra Pradesh,India,Private,168000
869,49243,26.2649485,Ideal Institute of Technology,Computer Engineering, Wada,Co-Ed,,,166,1998,1.74,"Dr APJ Abdul Kalam Technical University, Lucknow","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Ghaziabad,Uttar Pradesh,India,Private,310000
871,49243,26.2649485,Ideal Institute of Technology,Computer Engineering, Wada,Co-Ed,30 Acres,450,53,2013,1.18,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Posheri,Maharashtra,India,Private,264000
757,49263,26.0849642,Sinhgad Academy of Engineering,"Electronics and TelecommunicationEngg", Kondhwa (BK)  Kondhwa-Saswad Road,Co-Ed,,3071,150,2005,2.02,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,302923.0769
842,38592,26.0,Ideal Institute of Technology,Mechanical Engineering, Wada,Co-Ed,,,166,1998,2.06,"Dr APJ Abdul Kalam Technical University, Lucknow","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Ghaziabad,Uttar Pradesh,India,Private,310000
1026,38568,26.0,Shri Vithal Education and Research Institute's College of Engineering,"Electronics and TelecommunicationEngg","Pandharpur",Co-Ed,10 Acres,,153,1998,1.82,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Alumni Associations, Banks Facilities",Solapur,Maharashtra,India,Private,350000
843,38592,26.0,Ideal Institute of Technology,Mechanical Engineering, Wada,Co-Ed,10 Acres,896,81,2009,2.41,"Jawaharlal Nehru Technological University, Kakinada","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Kakinada,Andhra Pradesh,India,Private,168000
723,38812,26.0,JSPM Narhe Technical Campus,Mechanical Engineering, Pune.,Co-Ed,,2610,166,2011,2.14,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,254818.1818
844,38592,26.0,Ideal Institute of Technology,Mechanical Engineering, Wada,Co-Ed,30 Acres,450,53,2013,2.68,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Posheri,Maharashtra,India,Private,264000
772,39075,26.0,NBN Sinhgad Technical Institutes Campus,Information Technology, Pune,Co-Ed,17 Acres,1810,128,2011,2.33,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,352750
908,49309,25.9994074,Jawaharlal Darda Institute of Engineering and Technology,Mechanical Engineering, Yavatmal,Co-Ed,20 Acres,1280,40,1996,1.58,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Yavatmal,Maharashtra,India,Private,248000
784,49467,25.5474453,NBN Sinhgad Technical Institutes Campus,"Electronics andTelecommunication Engg", Pune,Co-Ed,17 Acres,1810,128,2011,2.54,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,352750
